Brand,EAN,First_Observed,Num_Chains,Observed_Chains,Total_Rows,Total_NSV_Lakh
THE DERMA CO,8906087778042,2026-07,2,APOLLO PHARMACY|RELIANCE RETAIL-(AZORTE),11,0.425138
THE DERMA CO,8906087774495,2026-07,4,AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|WELLNESS FOREVER,24,0.4093715
THE DERMA CO,8904417323894,2026-07,3,AZ ENTERPRISES-MT|LULU HYPER|M/S KOTTARAM BUSINESS,5,0.40860832711864403
THE DERMA CO,8904417314601,2026-08,1,APOLLO PHARMACY,12,0.3531743
THE DERMA CO,8906087775706,2026-07,2,AZ ENTERPRISES-MT|HEALTH & GLOW,12,0.3053207
THE DERMA CO,8904417316926,2026-07,1,LULU HYPER,4,0.2897901559322034
THE DERMA CO,8904417313437,2026-08,1,NYKAA E-RETAIL LIMITED,22,0.2820692
THE DERMA CO,8904417311327,2026-07,6,AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL-(AZORTE)|VENKATESHWARA AGENCIES-TG,36,0.281948
THE DERMA CO,8904417322569,2026-07,1,APOLLO PHARMACY,7,0.253096
THE DERMA CO,8904417313956,2026-08,2,APOLLO PHARMACY|VENKATESHWARA AGENCIES-TG,2,0.2408303
THE DERMA CO,8904417325447,2026-08,1,RELIANCE RETAIL-(AZORTE),1,0.2238186
THE DERMA CO,8904417324624,2026-07,2,LULU HYPER|VENKATESHWARA AGENCIES-TG,4,0.2132726033898305
THE DERMA CO,8904417322552,2026-07,1,APOLLO PHARMACY,5,0.1875888
THE DERMA CO,8904417311495,2026-07,2,HEALTH & GLOW|LULU HYPER,17,0.180839593220339
THE DERMA CO,8904417323801,2026-08,1,APOLLO PHARMACY,1,0.10351690000000001
THE DERMA CO,8906087774488,2026-07,2,DMART|HEALTH & GLOW,13,0.0962615
THE DERMA CO,8904417309799,2026-07,2,DMART|HEALTH & GLOW,24,0.0960518
THE DERMA CO,8904417300079,2026-07,1,LULU HYPER,1,0.08284559322033899
THE DERMA CO,8904417301632,2026-07,6,AZ ENTERPRISES-MT|D.L. SALES - MT|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|RRL-FOC-SAMPLE,10,0.06658923898305086
THE DERMA CO,8904417300598,2026-07,1,HEALTH & GLOW,2,0.060532699999999995
THE DERMA CO,8904417321722,2026-07,1,APOLLO PHARMACY,1,0.042825600000000005
THE DERMA CO,8904417313970,2026-08,1,APOLLO PHARMACY,3,0.008592
THE DERMA CO,8906087778608,2026-07,1,HEALTH & GLOW,2,0.00767415
THE DERMA CO,8904417316049,2026-08,1,APOLLO PHARMACY,1,0.00403
UNMAPPED,8906087775645,2026-07,1,DMART,3,11.35728
