Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Strawberry,4.0,Oct'24,FY_24-25,MT,0.008284,0.0155,0.267,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Aqua,100.0,Oct'24,FY_24-25,MT,0.002573,0.004813,0.083,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Beetroot,200.0,Oct'24,FY_24-25,MT,0.060116,0.112475,1.939,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Rice,200.0,Oct'24,FY_24-25,MT,0.057428,0.107445,1.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Vitamin C,200.0,Oct'24,FY_24-25,MT,0.059491,0.111306,1.919,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Rice,50.0,Oct'24,FY_24-25,MT,0.02102,0.039327,0.678,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Rice,80.0,Oct'24,FY_24-25,MT,0.061344,0.114772,1.979,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Ubtan,50.0,Oct'24,FY_24-25,MT,0.010926,0.020441,0.352,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Ubtan,80.0,Oct'24,FY_24-25,MT,0.131936,0.246847,4.256,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,50.0,Oct'24,FY_24-25,MT,0.043937,0.082205,1.417,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,80.0,Oct'24,FY_24-25,MT,0.147177,0.275363,4.748,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Vitamin C,125.0,Oct'24,FY_24-25,MT,0.00603,0.011282,0.195,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Hibiscus,250.0,Oct'24,FY_24-25,MT,0.002158,0.004037,0.07,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Lemon,250.0,Oct'24,FY_24-25,MT,0.013307,0.024897,0.429,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Onion,250.0,Oct'24,FY_24-25,MT,0.030251,0.056598,0.976,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Conditioner,Rosemary,250.0,Oct'24,FY_24-25,MT,0.018268,0.034179,0.589,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Mask,Kerala Thaali,200.0,Oct'24,FY_24-25,MT,0.007835,0.014659,0.253,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Mask,Onion,200.0,Oct'24,FY_24-25,MT,0.007319,0.013694,0.236,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Bhringamla,250.0,Oct'24,FY_24-25,MT,0.003085,0.005772,0.1,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Kerala Thaali,150.0,Oct'24,FY_24-25,MT,0.000739,0.001382,0.024,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Onion,150.0,Oct'24,FY_24-25,MT,0.019063,0.035667,0.615,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Oil,Rosemary,150.0,Oct'24,FY_24-25,MT,0.020242,0.037871,0.653,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Hair Serum,Onion,100.0,Oct'24,FY_24-25,MT,0.019104,0.035742,0.616,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Henna Paste,Henna,200.0,Oct'24,FY_24-25,MT,0.008908,0.016666,0.287,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Bhringamla,250.0,Oct'24,FY_24-25,MT,0.010155,0.018999,0.328,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Henna,250.0,Oct'24,FY_24-25,MT,0.000872,0.001631,0.028,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Hibiscus,250.0,Oct'24,FY_24-25,MT,0.002513,0.004702,0.081,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Kerala Thaali,250.0,Oct'24,FY_24-25,MT,0.008668,0.016217,0.28,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,250.0,Oct'24,FY_24-25,MT,0.018258,0.034161,0.589,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,400.0,Oct'24,FY_24-25,MT,0.04737,0.088628,1.528,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Lemon,600.0,Oct'24,FY_24-25,MT,0.002528,0.004731,0.082,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Onion,250.0,Oct'24,FY_24-25,MT,0.039609,0.074108,1.278,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Onion,600.0,Oct'24,FY_24-25,MT,0.252995,0.473346,8.161,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rice,250.0,Oct'24,FY_24-25,MT,0.021133,0.039539,0.682,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rosemary,250.0,Oct'24,FY_24-25,MT,0.041977,0.078537,1.354,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Hair,Shampoo,Rosemary,600.0,Oct'24,FY_24-25,MT,0.23946,0.448023,7.725,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Baby Body Wash,Milky,400.0,Sept'24,FY_24-25,MT,0.011481,0.021351,0.201,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Baby Body Wash,Solution Oriented,200.0,Sept'24,FY_24-25,MT,0.018131,0.033717,0.318,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Baby Soap,Coco Soft,150.0,Sept'24,FY_24-25,MT,0.01042,0.019378,0.183,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Baby Soap,Solution Oriented,150.0,Sept'24,FY_24-25,MT,0.017346,0.032257,0.304,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Body Lotion,Solution Oriented,200.0,Sept'24,FY_24-25,MT,0.016109,0.029957,0.283,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Dusting Powder,Solution Oriented,150.0,Sept'24,FY_24-25,MT,0.001023,0.001903,0.018,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Hair Oil,Solution Oriented,100.0,Sept'24,FY_24-25,MT,0.002832,0.005267,0.05,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Kids Soap,Solution Oriented,375.0,Sept'24,FY_24-25,MT,0.00932,0.017331,0.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Moisturisers,Coco Soft,60.0,Sept'24,FY_24-25,MT,0.005387,0.010017,0.095,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Moisturisers,Milky,60.0,Sept'24,FY_24-25,MT,0.011043,0.020536,0.194,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Mosquito Protection,Solution Oriented,8.0,Sept'24,FY_24-25,MT,0.008241,0.015325,0.145,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Oral,Berry Blast,50.0,Sept'24,FY_24-25,MT,0.037384,0.069521,0.656,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Baby,Shampoo,Solution Oriented,200.0,Sept'24,FY_24-25,MT,0.028329,0.052682,0.497,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Lotion,Rice Water,400.0,Sept'24,FY_24-25,MT,0.191704,0.356502,3.363,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Lotion,Ubtan,400.0,Sept'24,FY_24-25,MT,0.096259,0.179008,1.689,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Lotion,Vitamin C,400.0,Sept'24,FY_24-25,MT,0.236732,0.440238,4.153,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Wash,Charcoal,500.0,Sept'24,FY_24-25,MT,0.020592,0.038294,0.361,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Wash,Rice Water,500.0,Sept'24,FY_24-25,MT,0.041995,0.078096,0.737,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Wash,Ubtan,500.0,Sept'24,FY_24-25,MT,0.099069,0.184233,1.738,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Body Wash,Vitamin C,500.0,Sept'24,FY_24-25,MT,0.065505,0.121817,1.149,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Soap,Ubtan,500.0,Sept'24,FY_24-25,MT,0.09884,0.183807,1.734,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Body,Soap,Vitamin C,500.0,Sept'24,FY_24-25,MT,0.094034,0.174871,1.65,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Color Care,Kajal,Kajal,0.35,Sept'24,FY_24-25,MT,0.034074,0.063366,0.598,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Cold Cream,Ubtan,200.0,Sept'24,FY_24-25,MT,0.0017,0.003162,0.03,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Cold Cream,Vitamin C,200.0,Sept'24,FY_24-25,MT,0.011242,0.020906,0.197,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Aloe Vera,100.0,Sept'24,FY_24-25,MT,0.034639,0.064416,0.608,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Aqua,100.0,Sept'24,FY_24-25,MT,0.002592,0.00482,0.045,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Beetroot,100.0,Sept'24,FY_24-25,MT,0.044513,0.082779,0.781,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Charcoal,100.0,Sept'24,FY_24-25,MT,0.044205,0.082205,0.776,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Honey Malai,100.0,Sept'24,FY_24-25,MT,0.021262,0.03954,0.373,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Multani Mitti,100.0,Sept'24,FY_24-25,MT,0.047291,0.087944,0.83,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Multani Mitti,150.0,Sept'24,FY_24-25,MT,0.067287,0.12513,1.18,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Rice,100.0,Sept'24,FY_24-25,MT,0.081698,0.151929,1.433,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Rice,150.0,Sept'24,FY_24-25,MT,0.171127,0.318236,3.002,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Rice,200.0,Sept'24,FY_24-25,MT,0.370925,0.68979,6.507,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Tea Tree,100.0,Sept'24,FY_24-25,MT,0.044436,0.082636,0.78,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Tea Tree,150.0,Sept'24,FY_24-25,MT,0.051492,0.095757,0.903,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Ubtan,100.0,Sept'24,FY_24-25,MT,0.063775,0.118598,1.119,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Ubtan,150.0,Sept'24,FY_24-25,MT,0.126075,0.234455,2.212,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Ubtan,200.0,Sept'24,FY_24-25,MT,0.238024,0.442642,4.176,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Vitamin C,100.0,Sept'24,FY_24-25,MT,0.035256,0.065563,0.619,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cleanser,Vitamin C,150.0,Sept'24,FY_24-25,MT,0.158244,0.294277,2.776,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Aloe Vera,300.0,Sept'24,FY_24-25,MT,0.007085,0.013176,0.124,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Solution Oriented,30.0,Sept'24,FY_24-25,MT,0.00204,0.003794,0.036,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Ubtan,50.0,Sept'24,FY_24-25,MT,0.003567,0.006634,0.063,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Vitamin C,50.0,Sept'24,FY_24-25,MT,0.003405,0.006332,0.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Vitamin C,80.0,Sept'24,FY_24-25,MT,0.028983,0.053897,0.508,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Cream,Vitamin C,150.0,Sept'24,FY_24-25,MT,0.047522,0.088374,0.834,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Masks,Ubtan,100.0,Sept'24,FY_24-25,MT,0.000972,0.001808,0.017,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Masks,Ubtan,250.0,Sept'24,FY_24-25,MT,0.001896,0.003525,0.033,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Masks,Vitamin C,250.0,Sept'24,FY_24-25,MT,0.007179,0.013351,0.126,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Scrub,Ubtan,100.0,Sept'24,FY_24-25,MT,0.040811,0.075894,0.716,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Serum,Niacinamide,30.0,Sept'24,FY_24-25,MT,0.00454,0.008443,0.08,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Serum,Ubtan,30.0,Sept'24,FY_24-25,MT,0.00054,0.001005,0.009,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Serum,Vitamin C,30.0,Sept'24,FY_24-25,MT,0.004054,0.007538,0.071,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Face Toner,Vitamin C,200.0,Sept'24,FY_24-25,MT,0.006696,0.012453,0.117,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Facial Kit,Ubtan,60.0,Sept'24,FY_24-25,MT,0.006264,0.011649,0.11,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Facial Kit,Vitamin C,60.0,Sept'24,FY_24-25,MT,0.012205,0.022696,0.214,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Cherry,2.0,Sept'24,FY_24-25,MT,0.008984,0.016707,0.158,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Raspberry,4.0,Sept'24,FY_24-25,MT,0.032487,0.060415,0.57,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Rose,2.0,Sept'24,FY_24-25,MT,0.001862,0.003462,0.033,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Shea Butter,4.0,Sept'24,FY_24-25,MT,0.048365,0.089942,0.849,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Lip Balm,Strawberry,4.0,Sept'24,FY_24-25,MT,0.015233,0.028327,0.267,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Aqua,100.0,Sept'24,FY_24-25,MT,0.00473,0.008797,0.083,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Beetroot,200.0,Sept'24,FY_24-25,MT,0.110535,0.205557,1.939,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Rice,200.0,Sept'24,FY_24-25,MT,0.105593,0.196366,1.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Moisturisers,Vitamin C,200.0,Sept'24,FY_24-25,MT,0.109387,0.203422,1.919,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Rice,50.0,Sept'24,FY_24-25,MT,0.038649,0.071874,0.678,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Rice,80.0,Sept'24,FY_24-25,MT,0.112793,0.209756,1.979,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Ubtan,50.0,Sept'24,FY_24-25,MT,0.020089,0.037358,0.352,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,Lulu,Lucknow_UPE,North,Mamaearth,Face,Sun Care,Ubtan,80.0,Sept'24,FY_24-25,MT,0.242592,0.451135,4.256,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
