Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Charcoal,250.0,Oct'24,FY_24-25,MT,0.000111,0.000221,0.037,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,50.0,Oct'24,FY_24-25,MT,0.024004,0.048007,8.001,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,100.0,Oct'24,FY_24-25,MT,0.023667,0.047333,7.889,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,150.0,Oct'24,FY_24-25,MT,0.020183,0.040366,6.728,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Tea Tree,100.0,Oct'24,FY_24-25,MT,0.000322,0.000644,0.107,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,50.0,Oct'24,FY_24-25,MT,0.010655,0.021311,3.552,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,100.0,Oct'24,FY_24-25,MT,0.013712,0.027425,4.571,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,150.0,Oct'24,FY_24-25,MT,0.042082,0.084165,14.027,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,50.0,Oct'24,FY_24-25,MT,0.016394,0.032789,5.465,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,100.0,Oct'24,FY_24-25,MT,0.012908,0.025815,4.303,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,150.0,Oct'24,FY_24-25,MT,0.016409,0.032818,5.47,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,250.0,Oct'24,FY_24-25,MT,0.000299,0.000597,0.1,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Sun Care,Ubtan,50.0,Oct'24,FY_24-25,MT,0.002771,0.005543,0.924,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Sun Care,Ubtan,80.0,Oct'24,FY_24-25,MT,0.004127,0.008254,1.376,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Sun Care,Vitamin C,50.0,Oct'24,FY_24-25,MT,0.003391,0.006782,1.13,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Conditioner,Onion,250.0,Oct'24,FY_24-25,MT,0.000484,0.000969,0.161,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Hair Oil,Onion,150.0,Oct'24,FY_24-25,MT,0.000266,0.000532,0.089,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Shampoo,Onion,250.0,Oct'24,FY_24-25,MT,0.025083,0.050166,8.361,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Shampoo,Onion,400.0,Oct'24,FY_24-25,MT,0.000621,0.001243,0.207,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Shampoo,Onion,600.0,Oct'24,FY_24-25,MT,0.028404,0.056807,9.468,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Shampoo,Rosemary,250.0,Oct'24,FY_24-25,MT,0.022691,0.045382,7.564,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Hair,Shampoo,Rosemary,600.0,Oct'24,FY_24-25,MT,0.020293,0.040587,6.764,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Baby,Baby Soap,Solution Oriented,150.0,Sept'24,FY_24-25,MT,0.000395,0.00079,0.066,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Body,Body Lotion,Rice Water,400.0,Sept'24,FY_24-25,MT,9.3e-05,0.000186,0.016,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Body,Body Lotion,Ubtan,400.0,Sept'24,FY_24-25,MT,0.000225,0.000451,0.038,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Body,Body Lotion,Vitamin C,400.0,Sept'24,FY_24-25,MT,0.000155,0.00031,0.026,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Body,Soap,Ubtan,500.0,Sept'24,FY_24-25,MT,8.8e-05,0.000176,0.015,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Body,Soap,Vitamin C,500.0,Sept'24,FY_24-25,MT,5.3e-05,0.000106,0.009,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Cold Cream,Vitamin C,200.0,Sept'24,FY_24-25,MT,0.000118,0.000237,0.02,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Aloe Vera,100.0,Sept'24,FY_24-25,MT,0.00029,0.000579,0.048,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Charcoal,100.0,Sept'24,FY_24-25,MT,0.020826,0.041652,3.471,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Charcoal,250.0,Sept'24,FY_24-25,MT,0.000221,0.000442,0.037,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,50.0,Sept'24,FY_24-25,MT,0.048007,0.096015,8.001,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,100.0,Sept'24,FY_24-25,MT,0.047333,0.094666,7.889,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Rice,150.0,Sept'24,FY_24-25,MT,0.040366,0.080733,6.728,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Tea Tree,100.0,Sept'24,FY_24-25,MT,0.000644,0.001288,0.107,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,50.0,Sept'24,FY_24-25,MT,0.021311,0.042622,3.552,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,100.0,Sept'24,FY_24-25,MT,0.027425,0.054849,4.571,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Ubtan,150.0,Sept'24,FY_24-25,MT,0.084165,0.168329,14.027,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,50.0,Sept'24,FY_24-25,MT,0.032789,0.065577,5.465,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,100.0,Sept'24,FY_24-25,MT,0.025815,0.05163,4.303,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,150.0,Sept'24,FY_24-25,MT,0.032818,0.065637,5.47,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Hyper\Super Market,Dist.,VMM,West Bengal,East,Mamaearth,Face,Face Cleanser,Vitamin C,250.0,Sept'24,FY_24-25,MT,0.000597,0.001194,0.1,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
