Chain Name,Ship-To Name,Bill-To / Account (inferred),Direct/Distributor,Brand,Month Logic,Months Covered,Month Range,Avg Cont%,Min Cont%,Max Cont%,Mapping Confidence,Remarks,Pri: Low Confidence,Pri: Medium Confidence,Pri: Multi-Chain Distributor,Pri: Negative NSV/Cont,Pri: Name Variant (Merge Candidate),Validation Status,Validated Chain,Validated Account / Bill-To,Mapping Action,Validation Remarks,Validated By,Validated Date
Apollo,Apollo Healthco Limited_Bhiwandi,Apollo Healthco Limited_Bhiwandi,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101099),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Bhiwandi,Apollo Healthco Limited_Bhiwandi,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101099),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Faridabad,Apollo Healthco Limited_Faridabad,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101092),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Faridabad,Apollo Healthco Limited_Faridabad,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),3,Mar'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101092),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Faridabad,Apollo Healthco Limited_Faridabad,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101092),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Faridabad,Apollo Healthco Limited_Faridabad,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101092),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Rajasthan,Apollo Healthco Limited_Rajasthan,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),3,Apr'25–Jul'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101093),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Rajasthan,Apollo Healthco Limited_Rajasthan,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101093),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Limited_Rajasthan,Apollo Healthco Limited_Rajasthan,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (Cross-Ref),Apollo Healthco,Apollo Healthco,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101093),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Ltd_Raipur,Apollo Healthco Ltd_Raipur,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),2,May'25–Jun'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Apollo,Apollo Healthco Ltd_Raipur,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Ltd_Raipur,Apollo Healthco Ltd_Raipur,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Apollo,Apollo Healthco Ltd_Raipur,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Apollo Healthco Ltd_Raipur,Apollo Healthco Ltd_Raipur,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Apollo,Apollo Healthco Ltd_Raipur,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Arc Foods And Beverages_Mt_H&G,Arc Foods And Beverages_Mt_H&G,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),6,Apr'25–Sep'25,12.1,2.85,31.76,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),Arc Foods And Beverages,Arc Foods And Beverages,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101156),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Arc Foods And Beverages_Mt_H&G,Arc Foods And Beverages_Mt_H&G,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Dec'25,53.09,42.34,64.15,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),Arc Foods And Beverages,Arc Foods And Beverages,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101156),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Arc Foods And Beverages_Mt_H&G,Arc Foods And Beverages_Mt_H&G,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Dec'25,26.15,13.76,36.58,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),Arc Foods And Beverages,Arc Foods And Beverages,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101156),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises,Az Enterprises,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),1,Apr'26–Apr'26,13.71,13.71,13.71,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises,Az Enterprises,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),5,Dec'25–May'26,39.87,16.6,59.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises,Az Enterprises,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),5,Dec'25–May'26,43.52,16.43,61.29,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),6,Apr'25–Sep'25,10.19,0.86,31.39,High,Multi-chain distributor; chain name in ship-to (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),1,Mar'26–Mar'26,100.0,100.0,100.0,High,Multi-chain distributor; chain name in ship-to (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Feb'26,36.57,0.69,63.07,High,Multi-chain distributor; chain name in ship-to (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Feb'26,35.92,20.73,62.01,High,Multi-chain distributor; chain name in ship-to (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,BALAJI ASSOCIATES Distributor MT,BALAJI ASSOCIATES Distributor MT,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),3,Mar'26–May'26,0.43,0.34,0.6,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),Balaji Associates Distributor MT,Balaji Associates Distributor MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103031),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,BALAJI ASSOCIATES Distributor MT,BALAJI ASSOCIATES Distributor MT,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,57.54,15.07,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),Balaji Associates Distributor MT,Balaji Associates Distributor MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103031),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,D.L. Sales - MT,D.L. Sales,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),6,Apr'25–Sep'25,19.93,3.63,44.67,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,D.L. Sales - MT,D.L. Sales,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,27.83,3.86,47.02,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,D.L. Sales - MT,D.L. Sales,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,30.43,0.6,79.55,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,G.V Enterprises,G.V Enterprises,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),3,Apr'25–Jun'25,12.66,8.51,17.73,Medium,Multi-chain distributor; split by secondary Cont% — validate (4 chains),,Y,Y,,,Validated (Cross-Ref),G.V Enterprises,G.V Enterprises,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101211),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,G.V Enterprises,G.V Enterprises,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,6.9,1.07,10.58,Medium,Multi-chain distributor; split by secondary Cont% — validate (4 chains),,Y,Y,,,Validated (Cross-Ref),G.V Enterprises,G.V Enterprises,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101211),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,G.V Enterprises,G.V Enterprises,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,35.37,5.23,63.77,Medium,Multi-chain distributor; split by secondary Cont% — validate (4 chains),,Y,Y,,,Validated (Cross-Ref),G.V Enterprises,G.V Enterprises,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101211),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),1,Apr'25–Apr'25,6.01,6.01,6.01,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Apr'25–Apr'25,13.08,13.08,13.08,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,MARK ENTERPRISE,MARK ENTERPRISE,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),Mark Enterprise-Apollo,Mark Enterprise-Apollo,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101535),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,MARK ENTERPRISE,MARK ENTERPRISE,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Aug'25–May'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),Mark Enterprise-Apollo,Mark Enterprise-Apollo,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101535),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,PRAGATI SALES-Apollo,PRAGATI SALES-Apollo,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),PRAGATI SALES-Apollo,PRAGATI SALES-Apollo,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103109),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),1,Mar'26–Mar'26,100.0,100.0,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (2 chains),,Y,Y,,,Validated (Cross-Ref),PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103110),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),3,Feb'26–Apr'26,36.95,4.93,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (2 chains),,Y,Y,,,Validated (Cross-Ref),PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103110),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Mar'26–Mar'26,100.0,100.0,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (2 chains),,Y,Y,,,Validated (Cross-Ref),PRAGATI SALES-D-MART,PRAGATI SALES-D-MART,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1103110),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),3,Apr'25–Jun'25,13.21,6.22,25.82,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,25.6,4.27,44.29,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,20.78,2.26,77.55,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,United Marketing_Mt,United Marketing,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),2,Sep'25–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain; account has 2 ship-to variants/branches — confirm roll-up,,,,,Y,Validated (Cross-Ref),United Marketing,United Marketing,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101182),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,United Marketing_Mt,United Marketing,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Feb'26–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain; account has 2 ship-to variants/branches — confirm roll-up,,,,,Y,Validated (Cross-Ref),United Marketing,United Marketing,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101182),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,United Marketing_Mt-Ship to,United Marketing,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,100.0,100.0,100.0,High,Distributor serving a single chain; account has 2 ship-to variants/branches — confirm roll-up,,,,,Y,Validated (Cross-Ref),United Marketing,United Marketing,Merge,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101182),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,4.32,4.09,4.54,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Apollo,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,22.66,15.64,29.67,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
