Ship To Name,Direct/Distributor,Chain Name,State,Zone,NSV,MRP value,Brand,Revised month,Month,FY,Channel,Unique,Calulation for unique,Cont%
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.10702,0.196568,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshAqualogicaFY_24-25MTDist.April'240.10702,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.18
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.829407,1.523401,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshAqualogicaFY_24-25MTDist.April'240.829407,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.93
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.186583,0.303198,BBlunt,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshBBluntFY_24-25MTDist.April'240.186583,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,23.32
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.415601,0.675351,BBlunt,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshBBluntFY_24-25MTDist.April'240.415601,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,51.95
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.04493,0.073011,BBlunt,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshBBluntFY_24-25MTDist.April'240.04493,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.62
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.017473,0.028393,BBlunt,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshBBluntFY_24-25MTDist.April'240.017473,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.18
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.135413,0.220047,BBlunt,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshBBluntFY_24-25MTDist.April'240.135413,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.93
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,28.220749,64.767785,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshMamaearthFY_24-25MTDist.April'2428.220749,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,23.32
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,62.859594,144.265367,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshMamaearthFY_24-25MTDist.April'2462.859594,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,51.95
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,6.795632,15.596256,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshMamaearthFY_24-25MTDist.April'246.795632,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.62
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,2.642746,6.065211,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshMamaearthFY_24-25MTDist.April'242.642746,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.18
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,20.481279,47.005382,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshMamaearthFY_24-25MTDist.April'2420.481279,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.93
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.349844,0.629719,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshThe Derma CoFY_24-25MTDist.April'240.349844,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,23.32
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.779251,1.402652,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshThe Derma CoFY_24-25MTDist.April'240.779251,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,51.95
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.084243,0.151638,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshThe Derma CoFY_24-25MTDist.April'240.084243,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.62
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.032761,0.05897,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshThe Derma CoFY_24-25MTDist.April'240.032761,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.18
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.2539,0.45702,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45383South-2Andhra PradeshThe Derma CoFY_24-25MTDist.April'240.2539,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.93
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,-0.13697,-0.239697,Aqualogica,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshAqualogicaFY_24-25MTDist.Aug'24-0.13697,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,34.24
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,-0.169091,-0.295909,Aqualogica,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshAqualogicaFY_24-25MTDist.Aug'24-0.169091,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,42.27
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.002424,0.004242,Aqualogica,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshAqualogicaFY_24-25MTDist.Aug'240.002424,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,-0.61
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,-0.010303,-0.01803,Aqualogica,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshAqualogicaFY_24-25MTDist.Aug'24-0.010303,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.58
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,-0.086061,-0.150606,Aqualogica,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshAqualogicaFY_24-25MTDist.Aug'24-0.086061,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,21.52
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.0,0.0,BBlunt,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshBBluntFY_24-25MTDist.Aug'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,34.24
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.0,0.0,BBlunt,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshBBluntFY_24-25MTDist.Aug'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,42.27
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,-0.0,-0.0,BBlunt,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshBBluntFY_24-25MTDist.Aug'24-0.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,-0.61
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.0,0.0,BBlunt,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshBBluntFY_24-25MTDist.Aug'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.58
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.0,0.0,BBlunt,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshBBluntFY_24-25MTDist.Aug'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,21.52
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,22.805455,46.740909,Mamaearth,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshMamaearthFY_24-25MTDist.Aug'2422.805455,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,34.24
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,28.153636,57.702273,Mamaearth,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshMamaearthFY_24-25MTDist.Aug'2428.153636,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,42.27
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,-0.403636,-0.827273,Mamaearth,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshMamaearthFY_24-25MTDist.Aug'24-0.403636,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,-0.61
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,1.715455,3.515909,Mamaearth,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshMamaearthFY_24-25MTDist.Aug'241.715455,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.58
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,14.329091,29.368182,Mamaearth,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshMamaearthFY_24-25MTDist.Aug'2414.329091,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,21.52
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,-0.068485,-0.13697,The Derma Co,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Aug'24-0.068485,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,34.24
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,-0.084545,-0.169091,The Derma Co,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Aug'24-0.084545,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,42.27
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.001212,0.002424,The Derma Co,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Aug'240.001212,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,-0.61
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,-0.005152,-0.010303,The Derma Co,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Aug'24-0.005152,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.58
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,-0.04303,-0.086061,The Derma Co,2024-08-01,Aug'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45505South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Aug'24-0.04303,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,21.52
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.05588,0.08382,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.05588,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.94
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.074801,0.112202,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.074801,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,37.4
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.003714,0.00557,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.003714,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,1.86
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.010787,0.01618,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.010787,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.39
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.054465,0.081698,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.054465,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.23
Sri Vijaya Durga Agencies_Mt,Dist.,VMM,Andhra Pradesh,South-2,0.000354,0.000531,Aqualogica,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshAqualogicaFY_24-25MTDist.Dec'240.000354,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,0.18
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.11176,0.195579,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.11176,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.94
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.149602,0.261804,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.149602,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,37.4
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.007427,0.012997,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.007427,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,1.86
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.021574,0.037754,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.021574,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.39
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.10893,0.190628,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.10893,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.23
Sri Vijaya Durga Agencies_Mt,Dist.,VMM,Andhra Pradesh,South-2,0.000707,0.001238,BBLUNT,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshBBLUNTFY_24-25MTDist.Dec'240.000707,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,0.18
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,31.208842,66.357206,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'2431.208842,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.94
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,41.776393,88.82626,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'2441.776393,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,37.4
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,2.074005,4.409814,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'242.074005,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,1.86
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,6.024492,12.809461,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'246.024492,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.39
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,30.418744,64.677277,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'2430.418744,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.23
Sri Vijaya Durga Agencies_Mt,Dist.,VMM,Andhra Pradesh,South-2,0.197524,0.419982,Mamaearth,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshMamaearthFY_24-25MTDist.Dec'240.197524,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,0.18
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.223519,0.419098,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.223519,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.94
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.299204,0.561008,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.299204,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,37.4
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.014854,0.027851,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.014854,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,1.86
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.043148,0.080902,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.043148,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,5.39
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.21786,0.408488,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.21786,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,27.23
Sri Vijaya Durga Agencies_Mt,Dist.,VMM,Andhra Pradesh,South-2,0.001415,0.002653,The Derma Co,2024-12-01,Dec'24,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45627South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Dec'240.001415,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,0.18
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.22801,0.399017,Aqualogica,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshAqualogicaFY_24-25MTDist.Feb'250.22801,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,28.5
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.418673,0.732678,Aqualogica,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshAqualogicaFY_24-25MTDist.Feb'250.418673,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,52.33
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.01769,0.030958,Aqualogica,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshAqualogicaFY_24-25MTDist.Feb'250.01769,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.21
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.135627,0.237346,Aqualogica,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshAqualogicaFY_24-25MTDist.Feb'250.135627,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.95
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,22.829484,53.981327,Mamaearth,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshMamaearthFY_24-25MTDist.Feb'2522.829484,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,28.5
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,41.919656,99.120885,Mamaearth,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshMamaearthFY_24-25MTDist.Feb'2541.919656,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,52.33
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,1.771253,4.188206,Mamaearth,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshMamaearthFY_24-25MTDist.Feb'251.771253,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.21
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,13.579607,32.109582,Mamaearth,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshMamaearthFY_24-25MTDist.Feb'2513.579607,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.95
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.142506,0.285012,The Derma Co,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Feb'250.142506,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,28.5
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.261671,0.523342,The Derma Co,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Feb'250.261671,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,52.33
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.011057,0.022113,The Derma Co,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Feb'250.011057,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.21
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.084767,0.169533,The Derma Co,2025-02-01,Feb'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45689South-2Andhra PradeshThe Derma CoFY_24-25MTDist.Feb'250.084767,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,16.95
Sri Vijaya Durga Agencies_Mt,Dist.,Apollo Healthco,Andhra Pradesh,South-2,0.05702,0.085531,Aqualogica,2025-01-01,Jan'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45658South-2Andhra PradeshAqualogicaFY_24-25MTDist.Jan'250.05702,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,28.51
Sri Vijaya Durga Agencies_Mt,Dist.,D-Mart,Andhra Pradesh,South-2,0.096463,0.144695,Aqualogica,2025-01-01,Jan'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45658South-2Andhra PradeshAqualogicaFY_24-25MTDist.Jan'250.096463,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,48.23
Sri Vijaya Durga Agencies_Mt,Dist.,H&G,Andhra Pradesh,South-2,0.004287,0.006431,Aqualogica,2025-01-01,Jan'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45658South-2Andhra PradeshAqualogicaFY_24-25MTDist.Jan'250.004287,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.14
Sri Vijaya Durga Agencies_Mt,Dist.,More Retail,Andhra Pradesh,South-2,0.004287,0.006431,Aqualogica,2025-01-01,Jan'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45658South-2Andhra PradeshAqualogicaFY_24-25MTDist.Jan'250.004287,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,2.14
Sri Vijaya Durga Agencies_Mt,Dist.,Reliance Retail,Andhra Pradesh,South-2,0.037299,0.055949,Aqualogica,2025-01-01,Jan'25,FY_24-25,MT,Sri Vijaya Durga Agencies_Mt45658South-2Andhra PradeshAqualogicaFY_24-25MTDist.Jan'250.037299,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,18.65
