Ship To Name,Direct/Distributor,Chain Name,State,Zone,NSV,MRP value,Brand,Revised month,Month,FY,Channel,Unique,Calulation for unique,Cont%
Reliance Retail Limited_FRCP,Direct,Reliance Retail,Haryana,North,0.0,0.0,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRCP45597NorthHaryanaAqualogicaFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCP,Direct,Reliance Retail,Haryana,North,0.1,0.1,BBlunt,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRCP45597NorthHaryanaBBluntFY_24-25MTDirectNov'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCP,Direct,Reliance Retail,Haryana,North,0.0,0.1,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRCP45597NorthHaryanaThe Derma CoFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCQ,Direct,Reliance Retail,Haryana,North,0.5,0.9,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRCQ45597NorthHaryanaMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCS,Direct,Reliance Retail,Delhi,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRCS45597NorthDelhiMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDA,Direct,Reliance Retail,Delhi,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDA45597NorthDelhiMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDB,Direct,Reliance Retail,Delhi,North,0.0,0.0,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDB45597NorthDelhiAqualogicaFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDB,Direct,Reliance Retail,Delhi,North,0.0,0.0,BBlunt,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDB45597NorthDelhiBBluntFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDB,Direct,Reliance Retail,Delhi,North,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDB45597NorthDelhiMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDB,Direct,Reliance Retail,Delhi,North,0.2,0.3,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDB45597NorthDelhiThe Derma CoFY_24-25MTDirectNov'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDI,Direct,Reliance Retail,UPW,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDI45597NorthUPWMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDT,Direct,Reliance Retail,Rajasthan,North,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRDT45597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FREM,Direct,Reliance Retail,Rajasthan,North,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FREM45597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRER,Direct,Reliance Retail,Rajasthan,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRER45597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FREX,Direct,Reliance Retail,Lucknow_UPE,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FREX45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFD,Direct,Reliance Retail,Orissa,East,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRFD45597EastOrissaMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFK,Direct,Reliance Retail,Lucknow_UPE,North,0.5,0.8,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRFK45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFR,Direct,Reliance Retail,Uttarakhand,North,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRFR45597NorthUttarakhandMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFU,Direct,Reliance Retail,Bihar,East,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRFU45597EastBiharMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFV,Direct,Reliance Retail,Bihar,East,0.5,0.8,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRFV45597EastBiharMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRGC,Direct,Reliance Retail,Lucknow_UPE,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRGC45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRGK,Direct,Reliance Retail,Jammu,North,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRGK45597NorthJammuMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRGM,Direct,Reliance Retail,Chattishgarh,West,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRGM45597WestChattishgarhMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRHC,Direct,Reliance Retail,Lucknow_UPE,North,0.6,0.9,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRHC45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRHF,Direct,Reliance Retail,Lucknow_UPE,North,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRHF45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRHM,Direct,Reliance Retail,Madhya Pradesh,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRHM45597NorthMadhya PradeshMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRHR,Direct,Reliance Retail,Lucknow_UPE,North,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRHR45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Frhv,Direct,Reliance Retail,Lucknow_UPE,North,13.9,33.4,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_Frhv45597NorthLucknow_UPEMamaearthFY_24-25MTDirectNov'2413.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
RELIANCE RETAIL LIMITED_FRIA,Direct,Reliance Retail,Bihar,East,5.9,14.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,RELIANCE RETAIL LIMITED_FRIA45597EastBiharMamaearthFY_24-25MTDirectNov'245.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRLF,Direct,Reliance Retail,West Bengal,East,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_FRLF45597EastWest BengalMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_S0IX,Direct,Reliance Retail,Pune,West,1.2,3.8,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_S0IX45597WestPuneMamaearthFY_24-25MTDirectNov'241.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_S0XE,Direct,Reliance Retail,Kerala,South-1,4.4,10.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_S0XE45597South-1KeralaMamaearthFY_24-25MTDirectNov'244.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_SAHO,Direct,Reliance Retail,Tamil Nadu,South-1,-0.2,0.5,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_SAHO45597South-1Tamil NaduMamaearthFY_24-25MTDirectNov'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_SAOS,Direct,Reliance Retail,West Bengal,East,7.4,17.5,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_SAOS45597EastWest BengalMamaearthFY_24-25MTDirectNov'247.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Sb01,Direct,Reliance Retail,Mumbai,West,5.0,11.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_Sb0145597WestMumbaiMamaearthFY_24-25MTDirectNov'245.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
RELIANCE RETAIL LIMITED_SF52,Direct,Reliance Retail,Tamil Nadu,South-1,-0.6,-1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,RELIANCE RETAIL LIMITED_SF5245597South-1Tamil NaduMamaearthFY_24-25MTDirectNov'24-0.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Sk8I,Direct,Reliance Retail,Uttarakhand,North,1.1,2.4,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_Sk8I45597NorthUttarakhandMamaearthFY_24-25MTDirectNov'241.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_SL6S,Direct,Reliance Retail,Rajasthan,North,0.6,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_SL6S45597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_SZ9J,Direct,Reliance Retail,Madhya Pradesh,North,1.0,2.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_SZ9J45597NorthMadhya PradeshMamaearthFY_24-25MTDirectNov'241.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_T62I,Direct,Reliance Retail,Chattishgarh,West,0.7,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_T62I45597WestChattishgarhMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_T946,Direct,Reliance Retail,Rajasthan,North,0.7,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_T94645597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TB15,Direct,Reliance Retail,Madhya Pradesh,North,0.5,0.9,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TB1545597NorthMadhya PradeshMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TDC7,Direct,Reliance Retail,Orissa,East,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TDC745597EastOrissaMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TDE3,Direct,Reliance Retail,Pune,West,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TDE345597WestPuneMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TFY8,Direct,Reliance Retail,Madhya Pradesh,North,0.7,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TFY845597NorthMadhya PradeshMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TG87,Direct,Reliance Retail,Kerala,South-1,0.7,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TG8745597South-1KeralaMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TK48,Direct,Reliance Retail,Jharkhand,East,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TK4845597EastJharkhandMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TMW7,Direct,Reliance Retail,Mumbai,West,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TMW745597WestMumbaiMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TMZ5,Direct,Reliance Retail,West Bengal,East,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TMZ545597EastWest BengalMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TN55,Direct,Reliance Retail,West Bengal,East,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TN5545597EastWest BengalMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TN56,Direct,Reliance Retail,Orissa,East,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TN5645597EastOrissaMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TNB7,Direct,Reliance Retail,Chattishgarh,West,0.7,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TNB745597WestChattishgarhMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TNC1,Direct,Reliance Retail,Uttarakhand,North,-0.2,-0.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TNC145597NorthUttarakhandMamaearthFY_24-25MTDirectNov'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TNC8,Direct,Reliance Retail,Karnataka,South-1,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TNC845597South-1KarnatakaMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TND0,Direct,Reliance Retail,Karnataka,South-1,0.4,0.7,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TND045597South-1KarnatakaMamaearthFY_24-25MTDirectNov'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TNE3,Direct,Reliance Retail,Uttarakhand,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TNE345597NorthUttarakhandMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TNP8,Direct,Reliance Retail,Pune,West,0.4,0.7,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TNP845597WestPuneMamaearthFY_24-25MTDirectNov'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TO20,Direct,Reliance Retail,Madhya Pradesh,North,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TO2045597NorthMadhya PradeshMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TOJ6,Direct,Reliance Retail,Mumbai,West,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TOJ645597WestMumbaiMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TP05,Direct,Reliance Retail,Haryana,North,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TP0545597NorthHaryanaMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TQ21,Direct,Reliance Retail,Mumbai,West,0.7,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TQ2145597WestMumbaiMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TQ22,Direct,Reliance Retail,West Bengal,East,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TQ2245597EastWest BengalMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TU21,Direct,Reliance Retail,Delhi,North,0.5,0.9,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TU2145597NorthDelhiMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_TW60,Direct,Reliance Retail,Orissa,East,-0.2,-0.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited_TW6045597EastOrissaMamaearthFY_24-25MTDirectNov'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-2956,Direct,Reliance Retail,Jharkhand,East,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-295645597EastJharkhandMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-2959,Direct,Reliance Retail,Orissa,East,-2.5,-4.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-295945597EastOrissaMamaearthFY_24-25MTDirectNov'24-2.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6202,Direct,Reliance Retail,Gujarat,West,0.0,0.0,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620245597WestGujaratAqualogicaFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6202,Direct,Reliance Retail,Gujarat,West,0.0,0.1,BBlunt,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620245597WestGujaratBBluntFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6202,Direct,Reliance Retail,Gujarat,West,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620245597WestGujaratMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6202,Direct,Reliance Retail,Gujarat,West,0.1,0.1,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620245597WestGujaratThe Derma CoFY_24-25MTDirectNov'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6205,Direct,Reliance Retail,Haryana,North,0.1,0.1,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620545597NorthHaryanaAqualogicaFY_24-25MTDirectNov'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6205,Direct,Reliance Retail,Haryana,North,0.2,0.3,BBlunt,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620545597NorthHaryanaBBluntFY_24-25MTDirectNov'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6205,Direct,Reliance Retail,Haryana,North,1.0,1.6,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620545597NorthHaryanaMamaearthFY_24-25MTDirectNov'241.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6205,Direct,Reliance Retail,Haryana,North,0.3,0.5,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620545597NorthHaryanaThe Derma CoFY_24-25MTDirectNov'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6206,Direct,Reliance Retail,Jharkhand,East,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620645597EastJharkhandMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6208,Direct,Reliance Retail,Pune,West,0.0,0.0,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620845597WestPuneAqualogicaFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6208,Direct,Reliance Retail,Pune,West,0.7,1.2,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620845597WestPuneMamaearthFY_24-25MTDirectNov'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6208,Direct,Reliance Retail,Pune,West,0.0,0.0,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-620845597WestPuneThe Derma CoFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6210,Direct,Reliance Retail,Mumbai,West,0.8,1.3,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-621045597WestMumbaiMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6217,Direct,Reliance Retail,Mumbai,West,0.2,0.3,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-621745597WestMumbaiAqualogicaFY_24-25MTDirectNov'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6217,Direct,Reliance Retail,Mumbai,West,0.9,1.5,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-621745597WestMumbaiMamaearthFY_24-25MTDirectNov'240.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6219,Direct,Reliance Retail,Pune,West,0.8,1.4,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-621945597WestPuneMamaearthFY_24-25MTDirectNov'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6220,Direct,Reliance Retail,Mumbai,West,0.6,1.0,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-622045597WestMumbaiMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6224,Direct,Reliance Retail,Orissa,East,0.4,0.6,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-622445597EastOrissaAqualogicaFY_24-25MTDirectNov'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6224,Direct,Reliance Retail,Orissa,East,0.5,0.8,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-622445597EastOrissaMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6225,Direct,Reliance Retail,Karnataka,South-1,0.0,0.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-622545597South-1KarnatakaMamaearthFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6239,Direct,Reliance Retail,Delhi,North,0.0,0.0,Aqualogica,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-623945597NorthDelhiAqualogicaFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6239,Direct,Reliance Retail,Delhi,North,0.0,0.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-623945597NorthDelhiMamaearthFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6239,Direct,Reliance Retail,Delhi,North,0.0,0.0,The Derma Co,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-623945597NorthDelhiThe Derma CoFY_24-25MTDirectNov'240.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6703,Direct,Reliance Retail,Gujarat,West,0.6,1.1,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-670345597WestGujaratMamaearthFY_24-25MTDirectNov'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited-6726,Direct,Reliance Retail,Rajasthan,North,0.5,0.8,Mamaearth,2024-11-01,Nov'24,FY_24-25,MT,Reliance Retail Limited-672645597NorthRajasthanMamaearthFY_24-25MTDirectNov'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
