FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200220.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417306576.0,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249.0,28.0,4135.92,744.46,6972.0,0.3000028686173264,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0413592,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200005.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087772040.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,10% Niacinamide Serum 30ml,599.0,35.0,12436.84,2238.64,20965.0,0.30000095397090387,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.1243684,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200220.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417306576.0,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249.0,8.0,1181.69,212.7,1992.0,0.30000502008032126,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0118169,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200140.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087779292.0,100.0,The Derma Co.,Others,Face,Moisturisers,Hyaluronic Acid,Oil-Free Daily Face Moisturizer,349.0,4.0,828.14,149.06,1396.0,0.29999999999999993,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0082814,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200007.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087772064.0,30.0,The Derma Co.,Others,Face,Cream,Kojic Acid,2% Kojic Acid Cream 30gm,499.0,12.0,3552.19,639.4,5988.0,0.30000167000668,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0355219,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200229.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417308501.0,4.5,The Derma Co.,Others,Face,Lip Balm,Kojic Acid,TDC 1% Kojic Acid Lip Balm,329.0,12.0,2342.03,421.56,3948.0,0.3000025329280648,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0234203,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200026.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087773849.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,2% SALICYLIC ACID SERUM 30 ml,499.0,33.0,9768.54,1758.34,16467.0,0.3000012145503127,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0976854,MT
FY'25-26,Feb'26,1104243/Jan/28/2nd,8061176230.0,46056.0,Face,10200048.0,1061160076.0,Kiran Trading Company_Ship to,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,6288.0,629359.52,113284.72,1880112.0,0.605,1004.0,1104243.0,Sales,Dist.,West,Maharashtra,Kiran Trading Company,D-Mart,0.0,1104243.0,6.2935952,MT
FY'25-26,Feb'26,1104243/Jan/28/2nd,8061176230.0,46056.0,Face,10200048.0,1061160076.0,Kiran Trading Company_Ship to,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,5424.0,542882.64,97718.88,1621776.0,0.605,1004.0,1104243.0,Sales,Dist.,West,Maharashtra,Kiran Trading Company,D-Mart,0.0,1104243.0,5.4288264,MT
FY'25-26,Feb'26,1104243/Jan/28/2nd,8061176230.0,46056.0,Face,10200048.0,1061160076.0,Kiran Trading Company_Ship to,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,2688.0,269039.19,48427.05,803712.0,0.605,1004.0,1104243.0,Sales,Dist.,West,Maharashtra,Kiran Trading Company,D-Mart,0.0,1104243.0,2.6903919,MT
FY'25-26,Feb'26,PO-S000293887,8061176231.0,46056.0,Face,10200048.0,1061160193.0,Apollo Healthco Limited_Faridabad,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,21.0,3724.83,670.46,6279.0,0.30000159261028825,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0372483,MT
FY'25-26,Feb'26,PO-S000293887,8061176231.0,46056.0,Face,10200219.0,1061160193.0,Apollo Healthco Limited_Faridabad,8904417306248.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,1% Kojic Acid Daily Face Wash,299.0,44.0,7804.42,1404.8,13156.0,0.2999984797810885,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0780442,MT
FY'25-26,Feb'26,PO-S000293887,8061176231.0,46056.0,Body,10101276.0,1061160193.0,Apollo Healthco Limited_Faridabad,8904417317244.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Rice Water,Rice Water Hydrating Body Lotion 400 ml,499.0,14.0,2190.53,394.3,6986.0,0.6299985685657028,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.021905300000000003,MT
